35 97
0 27 1
0 33 17
0 11 12
12 0 13
0 22 6
1 2 14
1 15 7
25 1 2
1 13 1
2 16 1
6 2 9
8 2 20
2 34 15
3 30 8
3 9 9
3 8 18
11 3 5
20 3 9
3 32 5
4 30 13
4 29 11
4 23 19
4 5 5
33 4 14
18 4 2
13 5 18
5 18 6
6 30 3
16 6 20
6 10 12
6 17 7
6 9 2
6 27 10
6 22 9
34 6 18
6 20 16
7 10 1
7 31 9
17 7 13
7 15 3
26 7 7
7 33 1
10 8 17
26 8 8
8 19 2
12 8 7
32 8 20
9 23 2
9 26 12
27 9 19
9 22 1
9 32 19
14 10 19
10 11 12
10 20 3
32 10 9
11 12 15
30 12 14
23 12 17
19 12 15
33 12 6
13 22 8
25 14 12
26 14 12
33 14 13
34 14 12
15 30 5
17 15 12
15 19 13
28 16 13
31 17 6
18 23 20
18 25 12
21 18 3
18 19 19
29 19 20
31 19 20
20 19 11
24 20 8
20 31 8
20 21 12
30 21 1
23 21 4
32 21 4
22 29 9
22 34 14
23 30 20
23 31 18
23 27 13
24 31 8
24 34 9
34 25 2
29 26 14
32 26 2
27 29 7
31 33 20
32 31 11
10 5
