36 108
22 0 8
33 0 3
0 13 10
0 2 20
0 32 6
1 25 5
31 1 17
23 1 9
19 1 3
1 3 3
17 1 2
18 1 12
9 2 20
2 5 1
2 31 13
23 2 9
35 2 8
2 10 1
12 2 14
3 13 17
3 35 13
15 3 5
14 3 3
4 9 7
11 4 4
4 5 9
4 10 5
4 27 6
12 4 8
32 4 5
4 15 9
14 4 8
22 5 12
13 5 7
5 16 12
5 17 13
6 19 3
30 6 15
6 32 8
7 13 6
7 14 5
8 25 9
35 8 4
8 29 8
20 8 12
8 34 5
30 8 1
18 8 11
22 9 9
9 33 17
9 25 2
14 9 20
10 25 20
31 10 2
20 10 7
10 28 8
10 30 17
10 27 7
11 35 16
11 19 15
11 20 8
28 11 7
11 27 4
11 32 4
11 18 10
12 31 9
19 12 9
28 12 3
13 18 6
14 31 8
14 23 10
20 15 2
30 15 4
27 15 4
24 15 18
16 34 3
17 22 2
31 17 3
20 17 9
17 21 7
17 32 16
23 18 6
34 18 6
19 29 8
20 33 7
20 23 6
35 20 16
24 20 7
34 21 18
21 30 6
24 21 19
34 22 17
27 22 13
32 22 13
33 23 19
23 25 2
23 35 6
23 29 18
35 24 2
24 26 17
34 25 7
30 27 20
27 32 5
34 29 9
30 33 15
30 35 13
34 32 20
35 34 14
4 13
