32 84
27 0 17
0 4 12
0 26 16
0 22 1
0 12 10
0 31 6
27 1 4
1 9 19
24 1 7
1 29 12
8 1 3
1 12 4
28 2 11
9 2 16
2 12 19
6 2 2
9 3 3
3 4 16
3 29 5
3 6 13
13 3 16
4 24 13
12 4 19
13 4 2
20 5 10
6 7 20
6 11 9
29 6 19
7 30 12
19 7 8
24 7 15
16 7 12
7 29 3
7 25 10
13 7 6
8 22 16
9 19 3
9 10 11
9 16 17
15 9 4
18 10 1
10 12 10
10 23 7
10 13 1
27 11 2
18 11 3
11 17 19
24 11 18
16 11 8
24 12 8
20 13 6
22 13 10
14 17 5
29 14 7
25 14 20
31 14 7
17 15 18
15 25 14
16 30 16
26 16 1
16 24 11
22 16 14
16 29 3
16 25 11
27 17 17
24 17 1
22 17 4
18 19 5
18 21 1
18 25 1
18 31 3
19 21 6
19 23 10
31 19 16
22 20 18
28 21 4
21 24 1
25 21 13
23 29 19
26 24 3
25 31 13
26 27 19
26 29 6
31 29 14
28 5
