36 118
26 0 14
0 34 14
3 0 16
6 0 18
0 12 10
35 0 14
0 20 20
0 24 19
1 26 13
18 1 8
29 1 8
1 22 18
3 1 15
1 6 15
8 1 15
35 1 17
22 2 15
2 16 3
9 2 19
2 6 12
25 2 6
22 3 2
3 7 1
3 14 11
3 5 20
4 3 13
18 4 10
29 4 5
4 16 1
13 4 4
4 28 2
5 4 1
11 4 3
5 18 7
33 5 5
13 5 13
5 12 9
5 27 17
5 20 1
24 5 2
6 26 12
10 6 3
6 8 20
6 25 4
6 35 5
6 31 20
7 23 13
32 7 12
8 30 20
8 22 1
33 8 9
8 14 3
8 25 16
8 20 11
8 31 4
33 9 10
9 20 2
9 19 13
30 10 9
10 33 12
34 10 13
14 10 4
35 10 3
12 18 9
15 12 14
28 12 10
35 12 6
13 18 5
16 13 1
15 13 6
28 13 16
13 20 7
14 20 2
23 15 10
29 15 3
20 15 3
15 21 4
26 16 9
33 16 16
34 16 17
27 16 12
17 19 2
23 18 3
22 18 2
25 18 14
19 32 19
35 19 15
31 19 16
26 20 12
30 20 14
20 28 5
20 31 5
21 30 18
22 21 15
21 34 7
31 21 16
24 21 6
22 35 19
22 24 9
23 29 11
23 30 4
23 34 5
23 28 1
23 25 6
27 23 7
24 34 9
28 24 9
27 24 11
30 25 5
32 26 1
27 29 10
35 27 4
31 27 16
28 29 11
30 28 10
29 33 1
31 30 19
34 32 14
17 11
