35 84
0 9 12
1 0 5
1 17 13
1 29 17
28 1 3
1 26 7
1 27 12
2 34 14
2 26 20
12 3 1
15 4 17
4 26 6
4 27 3
30 4 10
20 5 1
5 8 10
17 5 3
18 5 9
5 16 4
6 20 18
6 33 4
6 9 3
32 6 18
6 16 11
6 31 8
6 30 5
9 7 7
12 8 3
8 28 19
15 9 7
29 9 1
10 24 8
28 10 15
10 18 13
27 10 17
32 10 16
28 11 10
12 24 20
28 12 17
15 13 4
13 29 1
27 13 2
13 32 5
13 30 13
14 20 15
28 14 2
14 31 1
14 30 11
34 15 11
32 15 8
15 31 15
34 16 20
16 25 7
16 24 4
16 21 16
17 22 14
17 29 15
18 21 9
19 22 6
19 26 14
19 32 10
30 19 3
34 20 13
25 20 9
24 20 20
20 23 15
29 20 15
20 28 8
27 21 20
30 21 13
25 22 2
22 27 5
23 28 3
23 27 16
34 24 4
30 24 15
25 26 4
25 31 20
28 26 5
26 27 18
26 30 11
31 27 3
29 33 12
29 30 16
3 7
