35 125
0 13 20
11 0 6
14 0 1
0 17 6
26 0 6
31 0 4
0 32 11
0 20 12
22 0 15
0 23 7
12 1 5
24 1 18
5 1 14
14 1 6
1 26 3
1 18 1
1 20 15
5 2 14
21 2 14
2 34 2
10 2 14
2 18 9
29 2 19
25 2 1
3 7 8
3 13 12
3 30 11
14 3 16
19 3 13
3 33 13
4 14 9
4 17 1
32 4 18
4 22 18
5 27 4
5 13 2
5 28 10
12 5 10
19 5 9
34 5 8
5 26 14
5 32 4
5 23 12
10 6 7
29 6 17
22 6 1
25 6 14
7 30 14
24 7 18
7 8 5
25 7 19
13 8 3
24 8 13
8 21 13
8 34 6
8 31 11
18 8 2
8 22 4
9 27 20
9 30 14
9 11 10
9 17 8
9 34 12
9 18 5
23 9 16
10 30 16
34 10 6
10 26 11
31 11 7
12 27 1
12 15 7
16 12 11
12 24 10
12 21 16
12 33 5
12 20 17
30 13 9
13 26 10
13 31 3
20 13 9
23 13 2
14 15 8
31 14 10
14 18 10
32 14 3
20 14 2
25 14 15
15 30 6
24 15 4
15 26 2
27 16 15
28 16 9
16 21 8
16 26 4
16 31 9
29 16 4
33 17 6
34 17 16
21 18 7
19 30 1
33 19 5
31 19 3
29 19 19
20 33 2
23 20 6
27 21 11
21 28 9
30 21 2
24 21 7
21 26 1
21 29 12
22 29 15
28 23 11
23 33 15
23 26 15
23 29 9
24 26 7
24 31 9
26 25 13
28 26 16
27 34 10
28 31 11
29 32 8
31 34 17
32 31 5
14 10
