38 93
3 0 1
0 37 9
28 0 14
17 0 11
8 0 10
0 4 9
26 1 12
1 4 14
23 2 3
12 2 3
28 2 8
29 2 5
4 2 9
10 3 20
13 3 18
3 25 3
3 17 14
3 14 14
9 3 11
15 3 3
4 34 6
36 4 14
9 4 7
8 4 6
5 12 11
5 34 11
5 8 7
5 30 5
6 35 13
13 6 3
12 6 11
7 6 12
37 6 7
6 24 5
6 14 6
29 6 1
21 6 12
7 32 20
17 7 12
36 7 18
21 7 13
8 7 9
8 20 3
8 19 7
15 8 20
10 9 12
13 9 1
9 12 17
9 28 8
24 9 3
32 10 19
28 10 14
24 10 7
18 10 3
34 11 7
11 24 9
37 12 10
17 12 13
13 32 8
37 13 3
13 15 14
14 25 15
14 26 19
24 14 17
14 18 11
15 35 1
24 15 5
26 16 17
16 32 10
16 18 20
23 17 17
26 17 19
17 32 18
23 18 17
34 18 19
19 33 17
19 29 17
22 20 12
20 26 8
20 21 5
23 22 12
23 33 11
23 26 17
37 23 9
23 36 13
25 28 17
33 27 16
27 36 20
27 31 8
28 35 9
29 28 19
29 35 2
37 36 4
25 31
