39 125
0 4 18
22 0 4
0 11 6
0 25 4
0 5 18
24 0 7
0 8 6
0 35 8
29 0 16
0 18 4
0 14 17
17 0 13
23 0 19
0 3 3
7 1 14
1 11 15
21 1 15
5 1 11
1 20 9
1 29 8
16 1 9
4 2 14
2 22 2
2 31 14
2 14 13
17 2 14
12 2 4
3 17 7
3 23 20
3 12 1
33 4 9
25 4 12
4 5 7
4 9 14
4 10 8
4 27 2
4 14 13
5 7 8
19 5 7
13 5 6
5 34 5
5 16 2
5 12 9
7 6 10
6 22 2
6 25 7
6 38 5
37 6 4
24 6 17
6 32 18
33 7 7
26 7 3
10 8 15
8 35 6
16 8 9
15 9 16
35 9 5
29 9 5
17 9 12
12 9 9
10 25 2
10 20 16
10 13 14
10 18 17
38 11 8
11 37 2
31 11 18
11 35 19
11 32 5
19 12 4
12 13 19
29 12 20
12 14 20
28 12 17
37 13 8
32 13 19
23 13 3
25 15 6
31 15 13
15 27 7
23 15 9
30 15 5
25 16 12
38 16 10
37 16 13
16 31 9
16 30 5
25 17 2
34 17 19
32 17 2
17 28 4
23 17 15
18 38 8
18 20 14
22 19 18
19 37 6
19 35 1
19 29 7
26 19 3
21 25 1
38 21 1
21 35 14
22 37 1
35 22 9
26 22 5
28 22 15
38 23 12
36 23 15
37 23 3
23 34 17
29 23 2
27 23 19
31 24 16
25 33 12
26 36 3
26 35 12
26 27 13
31 27 2
35 28 20
29 32 8
30 34 5
32 31 1
36 32 5
32 34 2
38 36 12
33 22
