38 98
0 13 18
0 4 15
0 32 7
24 1 12
32 1 4
1 31 16
10 1 5
1 19 5
23 2 6
2 14 15
35 2 17
2 25 4
22 2 9
2 33 13
2 9 11
3 36 20
3 12 3
13 3 19
3 27 14
11 3 8
32 3 4
3 16 12
21 3 19
27 4 20
15 4 5
22 4 19
30 4 15
4 10 11
5 29 16
5 25 20
6 13 19
6 27 1
6 35 13
25 6 5
22 6 8
6 7 18
6 9 7
12 7 13
7 18 1
24 7 18
7 22 10
7 30 10
7 16 15
36 8 6
34 8 15
20 8 2
8 26 8
25 8 5
8 32 14
16 8 7
19 8 4
13 9 12
9 20 16
11 9 5
9 26 1
9 35 14
9 31 1
29 10 5
10 24 18
10 11 11
25 10 19
11 13 8
27 11 18
22 12 15
21 12 19
19 13 14
14 34 19
31 14 14
14 16 3
15 29 15
20 15 15
16 36 1
16 34 5
23 16 2
26 16 7
16 22 14
17 37 11
18 17 3
17 31 18
20 18 2
18 19 18
24 19 17
19 27 2
30 19 6
20 32 13
30 20 11
36 22 11
22 30 15
36 23 4
25 34 15
33 25 2
26 31 8
33 27 12
29 28 1
29 36 19
32 29 19
36 30 1
36 35 9
28 37
