39 121
35 0 4
0 4 20
0 19 5
0 28 16
0 18 5
22 0 20
3 0 13
1 20 10
1 6 4
1 31 16
2 20 11
17 2 1
27 2 11
38 2 1
2 4 17
2 23 11
2 33 16
2 15 19
3 21 15
17 3 18
12 3 11
30 3 13
37 3 10
33 3 15
3 31 6
26 3 19
4 27 15
4 34 7
4 11 6
4 38 6
4 10 20
4 14 8
4 26 19
22 4 20
4 32 19
4 36 12
5 34 18
38 5 9
37 5 4
10 5 3
18 5 16
5 32 17
5 36 19
6 35 2
14 6 10
6 15 3
7 25 10
7 21 4
20 7 1
7 33 20
14 7 20
13 7 11
7 24 11
8 32 6
13 8 19
8 16 3
30 9 2
10 9 4
22 9 1
37 10 7
23 10 4
10 28 15
24 10 18
25 11 8
35 11 9
34 11 11
11 30 16
11 31 19
13 11 2
12 29 20
25 13 3
13 29 15
25 14 8
14 20 15
30 14 3
19 14 17
15 20 18
15 30 16
28 15 19
16 27 11
16 34 11
16 37 20
23 16 13
16 29 10
24 16 16
27 17 5
29 17 10
25 18 3
23 18 17
18 28 4
32 18 5
19 21 20
19 35 10
19 33 17
28 19 12
19 22 2
20 25 12
20 34 9
21 34 16
29 22 2
23 25 2
23 34 9
27 25 20
25 28 16
25 31 3
32 25 2
38 26 10
26 29 2
35 27 1
27 30 6
27 28 17
27 36 5
34 28 12
31 28 18
29 34 12
29 30 10
30 35 17
31 36 12
32 34 13
32 38 15
36 38 20
29 25
