32 78
0 18 19
22 0 12
0 28 9
0 4 10
0 31 18
25 0 5
0 13 9
6 1 2
1 29 13
1 23 7
15 2 6
2 22 9
8 2 10
2 31 1
2 23 11
19 2 12
3 14 4
21 3 4
3 30 9
9 4 13
4 17 18
4 29 11
4 25 9
5 14 4
5 22 16
14 6 7
18 6 12
6 27 7
6 28 6
17 6 10
25 6 18
6 16 11
6 19 2
12 7 15
23 7 10
8 28 13
9 8 15
8 21 12
9 10 6
28 9 20
24 9 7
9 30 4
10 14 18
29 10 6
30 10 10
11 20 7
11 28 9
16 11 12
19 11 13
12 27 6
12 21 6
16 12 6
13 12 17
13 16 10
14 27 4
14 24 18
16 14 16
27 15 19
22 16 12
16 28 15
18 17 13
17 27 20
24 17 18
25 17 7
18 22 9
23 18 15
19 21 11
19 31 12
20 25 17
30 20 18
21 27 1
28 22 9
23 31 17
28 26 20
29 26 19
27 31 20
28 31 6
31 30 8
24 22
