35 106
0 17 13
16 0 19
0 23 2
0 22 10
19 0 4
0 2 11
0 11 1
17 1 13
25 1 13
5 1 6
1 26 18
21 1 3
19 1 14
6 1 5
1 10 14
2 18 10
2 4 18
2 26 2
9 2 4
6 2 16
10 2 17
13 2 4
11 2 4
17 3 19
25 3 9
22 3 5
18 3 19
3 15 19
3 8 11
31 4 11
26 4 18
5 27 17
9 5 5
20 5 14
10 5 4
13 5 9
5 14 3
5 33 12
6 31 20
22 6 3
29 6 8
6 26 17
14 6 11
8 6 4
27 7 15
22 7 16
20 7 5
15 7 7
7 13 13
8 7 13
8 18 3
8 9 17
33 8 9
26 9 19
10 12 11
10 29 19
10 21 1
19 10 15
33 10 7
11 25 3
11 12 7
21 11 6
11 19 8
11 14 19
12 25 11
22 12 2
12 32 5
16 13 12
13 25 16
31 13 10
27 14 6
18 14 5
27 15 12
29 15 13
31 16 4
31 17 13
23 17 2
17 22 19
17 33 9
18 23 14
18 19 1
27 19 1
29 19 20
19 26 17
20 32 10
33 20 13
25 21 6
21 24 13
21 23 4
32 21 6
21 30 6
21 33 5
25 22 7
23 22 1
22 29 11
23 26 2
23 32 5
24 29 10
24 33 11
25 27 9
25 32 2
30 26 16
27 29 12
34 28 11
30 29 4
34 30 12
16 28
