34 103
0 4 11
27 0 7
0 1 16
0 22 12
0 23 6
3 0 14
32 0 17
31 1 13
5 1 4
1 16 13
29 1 2
20 1 17
11 1 14
7 1 11
1 8 11
2 4 11
6 2 8
23 2 18
2 8 17
3 31 19
12 3 2
25 3 7
3 13 11
9 3 5
3 30 4
8 3 15
3 26 4
3 10 12
31 4 8
29 4 4
8 4 16
31 5 5
27 5 4
18 5 3
5 30 14
10 5 10
6 27 1
25 6 20
6 18 9
21 6 6
6 7 19
6 32 16
19 6 11
25 7 8
7 23 5
10 7 20
15 8 8
8 12 12
8 28 12
9 27 3
18 9 13
32 9 11
9 19 4
16 10 12
14 10 3
21 10 14
11 13 4
11 23 20
11 14 9
11 30 5
26 11 18
19 11 15
31 12 16
15 12 19
17 12 1
22 12 14
30 12 8
15 13 15
20 13 2
14 16 4
22 14 11
20 14 9
14 24 12
32 14 11
23 15 3
31 16 18
16 18 7
22 16 19
17 31 2
17 23 6
30 17 20
24 17 16
26 17 6
29 18 3
18 24 17
22 20 15
29 20 5
28 20 16
20 30 8
22 28 3
23 32 8
24 27 18
25 24 5
25 31 2
25 33 13
25 32 9
26 27 17
33 26 17
26 30 7
32 27 20
28 29 15
31 29 13
29 30 13
4 19
