38 90
13 0 11
21 0 17
0 34 6
0 36 8
0 25 6
1 32 19
35 2 12
2 11 4
2 14 10
27 2 19
2 17 2
2 4 12
36 2 19
29 2 11
22 3 17
3 35 15
24 3 7
29 3 8
25 3 8
20 4 2
4 13 14
10 4 17
4 26 14
34 4 15
23 4 7
6 4 14
29 4 5
4 19 8
16 5 18
5 34 20
9 5 18
21 6 20
6 16 3
10 6 8
6 26 8
7 30 14
35 8 9
8 19 16
18 8 16
8 25 17
26 9 14
31 9 4
36 9 13
10 13 14
10 35 4
10 25 10
11 20 8
16 11 6
11 12 16
26 11 8
31 11 1
11 15 9
28 11 17
26 12 4
12 36 18
25 12 12
36 13 9
25 13 17
14 27 16
19 14 10
20 15 14
28 15 14
15 37 7
20 16 17
16 35 3
16 32 17
19 16 2
17 31 8
17 27 4
19 35 1
25 19 14
20 22 18
21 32 10
21 24 17
23 21 18
32 22 1
33 22 2
22 28 8
35 24 10
30 24 20
25 34 17
25 30 12
26 36 15
27 29 20
30 27 1
28 36 15
30 34 18
31 36 16
34 32 13
36 32 2
7 37
