33 107
0 1 11
19 0 18
32 0 7
0 31 2
0 12 5
3 0 10
5 0 20
16 0 15
14 0 14
0 10 4
1 9 11
1 6 18
18 1 6
19 1 18
1 32 19
3 1 16
7 1 19
22 1 5
10 1 12
20 2 15
26 2 18
32 2 4
3 9 17
3 28 8
11 3 6
23 3 1
16 3 8
8 4 20
30 4 7
4 18 3
26 4 13
19 4 16
12 4 18
13 4 15
29 5 15
5 31 11
12 5 12
5 16 18
13 5 11
15 6 18
6 9 6
6 30 12
21 6 16
31 6 13
6 11 15
6 16 2
6 22 6
6 14 15
20 7 12
7 8 7
24 7 20
7 27 5
7 31 9
13 7 19
8 17 15
9 17 16
18 9 18
13 9 9
10 17 2
19 10 10
10 21 15
31 10 7
20 11 11
11 27 4
11 21 12
12 31 11
25 12 12
12 16 13
13 12 15
20 13 17
13 16 13
15 14 11
14 27 2
19 14 10
14 32 14
14 16 6
15 20 12
30 15 9
21 15 19
15 25 10
23 15 10
16 26 5
21 16 1
29 17 6
17 31 18
29 18 18
18 26 9
18 19 12
18 32 17
19 28 4
19 27 15
19 21 14
29 20 18
20 26 4
28 20 4
23 20 2
22 20 8
30 21 20
28 21 9
31 21 18
22 21 5
23 31 4
24 28 18
32 25 17
27 31 10
28 32 6
30 32 16
16 30
