36 130
35 0 11
0 5 4
1 0 1
0 8 6
21 0 10
11 0 15
16 1 10
6 1 19
9 1 17
13 1 9
4 1 5
32 2 14
35 2 13
6 2 7
5 2 15
2 19 18
2 33 19
32 3 2
6 3 9
3 21 18
13 3 16
3 18 13
32 4 19
34 4 12
35 4 12
15 4 1
4 27 14
4 24 13
17 4 11
4 11 1
4 30 20
18 4 14
32 5 17
35 5 13
5 8 15
7 5 9
5 19 4
28 6 1
6 15 17
27 6 6
6 24 4
6 8 9
6 9 17
16 7 15
7 27 6
7 24 18
33 7 7
25 7 7
10 7 17
7 31 4
7 26 14
18 7 12
8 15 6
20 8 20
8 10 3
31 8 20
26 8 6
18 8 18
19 9 18
20 9 6
9 12 11
9 29 2
9 23 12
26 9 12
9 18 14
22 10 12
10 21 12
10 25 16
17 10 16
10 11 1
11 25 16
11 17 3
29 11 7
12 16 6
22 12 15
24 12 5
21 12 20
25 12 3
13 24 5
13 20 1
26 13 8
14 16 1
14 15 3
15 23 12
16 22 15
16 24 3
20 16 4
16 31 15
17 28 1
17 23 7
18 28 20
27 18 8
18 24 12
18 19 3
21 18 17
18 26 14
35 19 14
27 19 1
25 19 10
34 21 3
21 35 6
21 22 7
27 21 13
21 33 7
21 25 8
21 31 17
21 26 10
22 35 16
27 22 5
22 33 13
22 31 15
22 30 15
23 32 13
24 33 14
29 24 18
34 25 20
25 29 19
25 30 11
29 26 20
27 35 4
28 27 19
27 33 13
31 27 9
29 32 16
29 35 8
30 34 11
32 31 5
31 35 7
32 33 3
34 33 16
19 14
