39 154
20 0 2
17 0 11
0 31 6
0 21 4
1 0 6
1 20 7
33 1 4
25 1 17
1 16 15
1 22 2
1 6 8
1 8 10
9 1 11
23 1 6
1 21 20
2 12 18
2 17 20
2 22 20
6 2 5
36 2 5
15 2 17
2 26 11
3 2 2
25 3 11
22 3 2
34 3 15
20 4 4
11 4 12
29 4 7
4 24 5
4 37 4
4 6 15
5 4 16
4 10 9
9 4 12
4 21 15
29 5 13
37 5 6
35 5 17
5 28 10
29 6 19
24 6 6
17 6 16
38 6 4
10 6 14
8 6 18
13 6 18
6 31 6
7 20 1
7 33 14
12 7 17
7 22 13
7 18 8
7 9 19
31 7 13
7 27 7
12 8 9
8 29 7
8 30 10
8 38 18
8 10 12
8 26 13
9 16 12
9 35 18
18 9 9
9 28 1
33 10 18
12 10 5
16 10 14
10 29 3
10 30 12
26 10 14
10 28 7
11 24 11
11 37 6
11 31 12
12 20 13
12 32 20
12 16 6
12 22 8
12 38 14
12 14 14
12 18 3
13 33 19
13 16 6
17 13 1
13 30 14
21 13 17
33 14 4
30 14 14
35 14 8
18 14 4
15 20 12
33 15 8
15 28 3
15 19 3
21 15 17
16 20 1
16 33 14
16 17 11
30 16 11
36 16 7
16 19 14
16 31 1
17 33 2
17 35 20
19 17 17
31 17 13
17 27 1
30 18 15
38 18 1
35 18 6
18 27 4
19 29 15
19 23 8
19 31 6
19 27 18
25 20 15
30 20 1
38 20 11
31 20 1
28 21 17
21 34 9
21 31 10
32 22 13
22 29 2
24 22 9
28 22 10
29 24 4
24 38 5
24 27 19
25 32 6
25 37 14
25 35 12
25 28 12
27 25 13
29 26 3
26 37 14
28 26 7
26 31 6
27 30 19
36 27 11
37 28 18
28 34 20
37 29 1
29 35 9
30 38 8
31 32 15
31 38 14
32 33 3
34 32 2
37 33 1
38 33 16
38 36 13
2 11
