36 75
0 7 19
18 0 17
23 1 4
21 1 15
35 1 10
8 1 17
2 12 12
4 2 20
3 16 16
3 29 14
31 4 19
24 4 14
4 14 5
4 19 4
34 5 13
8 5 10
11 6 17
16 6 13
18 6 8
7 26 11
13 7 7
35 7 11
11 8 9
8 26 3
8 15 5
8 35 6
12 9 20
9 11 11
9 30 13
20 9 19
19 9 1
10 30 19
31 10 12
34 10 20
14 10 15
33 10 10
25 10 2
28 11 4
24 11 8
13 11 19
35 11 20
22 12 13
19 12 16
30 13 19
13 14 13
13 27 7
17 13 20
13 29 1
24 14 12
15 30 5
15 22 11
17 27 7
23 18 3
33 18 9
25 18 10
18 35 3
19 28 20
19 31 17
20 19 20
28 20 12
20 33 3
20 29 14
31 21 18
21 22 1
31 24 9
25 26 5
31 25 6
27 25 12
28 26 14
31 26 11
30 28 15
29 32 4
32 30 13
35 30 20
33 31 18
22 0
