37 99
6 0 9
36 0 9
18 0 3
7 1 4
1 15 5
1 14 10
1 31 7
2 4 19
29 2 2
6 2 6
2 18 11
5 2 11
34 2 3
27 2 6
3 25 12
11 3 4
3 7 9
34 3 15
4 23 5
22 4 13
12 4 12
19 5 15
11 5 20
27 5 4
6 28 6
25 6 5
22 6 12
7 6 12
12 6 3
6 20 11
6 10 14
16 7 13
7 23 10
27 7 11
13 7 17
23 8 12
8 36 6
17 8 20
14 8 15
8 27 1
9 29 10
18 9 5
30 9 11
9 13 19
9 10 2
10 26 14
17 10 3
10 21 10
25 11 14
11 14 19
31 11 17
12 19 4
12 16 4
12 14 3
12 27 9
13 26 3
13 35 20
13 20 11
36 14 7
33 14 9
26 16 14
27 16 6
17 26 20
32 17 8
17 22 12
17 21 13
31 17 14
19 18 13
24 18 5
27 18 4
19 24 16
32 19 12
19 36 19
26 20 11
34 20 14
26 21 10
21 29 2
24 22 1
22 25 17
26 22 9
32 23 9
23 33 13
26 24 14
24 32 7
24 36 6
24 30 1
35 24 16
31 24 16
27 24 8
26 25 15
25 29 7
36 25 12
25 35 6
26 28 10
31 26 13
35 28 3
30 36 1
30 33 14
35 33 7
15 29
