35 118
0 6 5
0 12 7
33 0 4
19 0 1
0 3 18
31 0 1
0 8 13
4 0 19
0 11 14
12 1 19
29 1 11
1 31 17
1 26 5
22 1 20
2 12 9
18 2 2
2 3 6
2 26 18
20 2 14
23 2 13
2 5 5
2 9 7
3 16 17
10 3 10
14 3 11
3 20 5
24 3 13
7 3 10
13 3 11
9 3 9
4 15 20
4 12 17
4 19 10
4 34 5
4 26 3
4 20 2
28 4 9
8 5 2
5 25 2
17 5 2
30 6 17
6 26 3
6 13 1
7 15 17
16 7 4
7 12 1
7 19 7
7 31 19
8 7 12
7 22 6
25 7 13
9 7 6
18 8 1
30 8 8
8 26 2
22 8 19
16 9 13
10 9 5
34 9 5
9 21 9
22 9 17
16 10 7
10 19 6
10 20 8
23 10 6
10 28 6
11 10 11
33 11 13
14 11 1
12 21 19
20 12 4
24 12 18
12 22 15
17 12 6
13 31 17
23 13 8
22 13 9
27 13 15
17 13 2
34 14 7
32 14 8
14 24 7
27 14 10
15 18 19
34 15 17
15 30 16
32 15 2
26 15 17
15 23 4
27 15 11
19 16 6
16 28 8
17 16 11
17 34 17
21 17 15
17 26 10
17 27 13
28 18 14
18 25 5
27 18 13
31 19 3
20 19 15
20 33 13
32 20 19
20 22 13
20 25 2
21 32 17
24 21 5
23 25 18
24 33 18
25 24 8
25 31 6
26 25 12
33 26 7
27 33 6
30 27 14
29 34 17
32 30 19
10 5
