32 76
0 19 6
13 0 6
0 5 12
4 0 20
0 3 10
0 7 6
8 0 11
0 22 17
17 0 12
25 1 7
30 2 3
2 15 18
9 3 16
3 15 6
3 8 8
14 4 20
20 4 15
4 5 9
4 17 14
5 13 9
5 20 9
5 25 12
29 6 14
11 6 19
26 6 15
16 6 13
24 6 4
12 6 20
6 25 4
23 7 20
31 8 10
8 19 8
26 8 4
13 9 10
29 9 17
24 9 18
10 31 16
10 30 11
11 19 14
13 11 7
20 11 9
11 27 18
12 29 6
18 12 11
21 12 9
31 13 13
13 26 4
13 30 16
18 13 2
13 22 3
28 14 13
14 20 16
14 29 7
14 17 11
14 21 16
15 19 16
15 17 18
16 31 14
30 16 1
28 18 4
29 18 5
18 30 8
22 18 15
29 19 11
29 20 8
20 26 14
21 23 9
21 26 15
21 30 5
31 23 17
28 23 1
23 26 18
31 25 13
27 31 16
31 28 3
30 29 13
2 1
