31 85
0 11 13
0 29 1
4 0 17
0 10 12
0 18 5
0 25 8
0 26 13
4 1 19
28 1 5
1 21 4
1 19 3
2 11 20
2 17 13
14 2 15
22 2 13
2 25 6
26 2 1
23 3 9
26 3 13
11 4 13
4 27 2
17 4 3
20 4 7
30 4 11
8 4 9
19 4 17
9 5 4
27 5 19
17 5 11
5 14 19
5 22 1
16 5 4
5 7 7
6 15 16
6 30 1
22 7 20
7 18 13
17 8 20
29 8 10
22 8 17
8 20 20
8 16 7
23 8 11
25 8 12
9 17 13
29 9 10
20 9 4
9 10 9
9 13 18
24 9 1
23 10 3
10 25 1
11 14 2
11 13 1
11 26 9
12 17 14
12 29 3
12 14 16
22 12 3
15 12 16
13 12 9
12 19 9
27 13 10
13 22 1
13 26 11
17 14 4
14 15 9
14 24 7
22 16 9
16 26 7
17 23 1
27 18 6
18 29 20
18 20 8
18 21 15
19 23 15
30 19 7
27 20 13
20 29 18
20 30 17
21 27 7
21 23 16
26 24 7
27 25 1
26 27 18
24 28
