39 149
28 0 20
32 0 5
29 0 4
33 0 8
7 0 2
27 0 15
0 35 8
0 1 5
5 0 11
34 0 20
8 1 20
1 28 2
21 1 20
29 1 2
1 16 8
19 1 16
1 36 5
1 31 11
1 18 13
20 2 13
2 28 10
2 17 16
2 25 5
23 2 8
33 2 2
2 31 5
27 2 9
35 2 16
2 14 20
2 5 7
20 3 14
28 3 6
22 3 12
32 3 20
3 16 11
3 35 14
3 14 14
20 4 11
4 23 10
19 4 11
36 4 7
27 4 7
14 4 11
8 5 12
5 12 8
5 38 6
19 5 14
36 5 8
5 27 4
30 5 12
15 5 18
6 12 18
26 6 15
6 35 10
28 7 2
7 10 20
7 12 13
21 7 5
29 7 13
7 16 14
31 7 2
30 7 1
7 34 1
24 8 6
8 37 7
8 16 3
19 8 1
8 31 17
13 9 11
30 9 9
10 23 2
10 15 8
14 11 11
25 12 4
32 12 19
29 12 15
16 12 17
13 12 9
26 12 14
13 28 15
23 13 8
14 24 14
37 14 10
14 38 7
23 15 13
15 22 2
15 21 19
15 32 11
27 15 7
16 24 14
16 32 17
16 19 1
30 16 6
35 16 11
16 18 1
28 17 11
17 24 8
38 17 10
29 17 12
33 17 13
18 25 5
37 18 6
18 21 11
18 33 4
19 18 14
18 27 15
37 19 12
19 23 20
32 20 17
21 37 19
21 23 12
21 38 9
36 21 12
22 25 1
33 22 10
22 36 17
35 22 15
22 34 11
23 36 3
24 37 13
24 31 4
27 24 7
25 32 12
38 25 16
36 25 15
25 35 9
37 26 2
26 29 3
33 26 15
26 36 9
31 26 8
38 27 19
27 34 17
28 32 3
29 28 13
28 31 2
28 35 7
29 32 12
36 29 1
29 31 5
30 32 14
37 31 11
31 38 7
34 31 2
37 32 11
36 33 8
34 36 5
35 36 9
38 36 1
1 20
