35 100
13 0 15
0 25 14
29 0 8
33 0 10
1 25 18
16 1 18
1 12 3
1 29 4
1 33 3
1 24 14
2 12 17
26 2 2
6 2 20
17 3 2
3 18 15
3 15 5
3 19 7
3 24 19
31 3 20
13 4 3
4 29 3
33 4 20
28 4 1
5 11 15
25 5 8
16 5 12
5 12 14
5 27 12
5 24 7
21 6 10
17 6 15
26 6 5
6 15 7
14 7 14
17 7 5
7 31 9
8 27 4
28 8 19
9 14 16
9 16 5
29 9 7
9 32 7
19 9 2
21 10 14
25 10 15
30 10 15
10 18 18
33 10 19
26 10 1
10 32 20
11 25 19
30 11 10
11 33 1
30 12 8
27 12 13
12 26 8
32 12 5
20 13 18
13 23 4
25 14 12
14 30 10
24 14 14
23 14 19
14 31 12
15 21 9
15 29 7
15 26 4
22 16 5
26 17 15
17 28 20
24 17 4
29 18 2
32 18 1
18 19 3
18 24 13
18 23 7
18 31 6
19 21 1
19 32 2
26 21 14
28 21 10
24 21 11
21 31 15
30 22 2
27 22 17
26 22 12
34 23 5
24 33 6
24 32 13
31 24 14
29 25 18
31 26 8
27 32 20
31 28 1
29 30 4
33 29 16
31 30 19
31 33 2
31 32 20
33 32 16
2 20
