38 100
3 0 11
0 23 17
5 1 6
1 17 11
2 26 5
13 2 11
25 2 12
2 18 13
17 2 14
2 30 16
3 9 15
7 3 13
3 4 20
31 3 16
3 32 3
4 19 7
23 4 9
21 4 14
6 4 14
32 4 8
4 15 7
4 36 14
4 30 2
23 5 15
25 5 3
27 5 12
6 9 14
37 6 3
19 6 7
6 31 12
20 6 9
6 30 16
34 7 17
7 23 9
7 10 20
7 16 2
7 18 5
27 7 14
7 28 6
26 8 19
8 19 9
8 14 17
8 18 14
27 8 19
36 8 9
9 26 6
9 12 2
22 9 15
25 9 9
17 9 11
29 10 15
19 10 9
10 11 15
10 32 12
10 36 5
25 11 3
11 20 9
11 32 12
33 11 6
34 12 8
13 26 19
34 13 19
13 29 3
13 27 3
14 35 2
14 34 10
37 14 12
23 14 3
36 14 5
15 26 15
25 15 13
15 16 18
32 15 1
15 36 17
16 35 20
34 16 18
16 21 16
32 16 12
17 35 13
17 36 14
18 27 16
20 23 11
20 28 14
33 20 8
22 21 5
21 25 4
21 33 2
22 34 18
23 35 18
27 23 13
24 28 1
26 25 9
36 25 4
27 37 14
28 29 6
30 29 17
30 34 12
36 30 15
32 35 3
37 33 8
23 22
