38 127
8 0 10
0 24 7
30 0 15
0 21 2
13 0 19
24 1 12
1 18 17
7 1 9
1 34 12
33 2 16
2 23 15
2 32 9
2 13 10
2 19 10
6 3 17
4 21 15
4 13 11
5 4 2
4 11 18
4 15 5
33 5 1
5 16 4
36 5 14
9 5 3
5 29 16
6 12 19
14 6 3
7 8 15
7 32 4
34 7 7
29 7 11
37 8 12
27 8 15
8 16 1
36 8 13
8 28 20
8 31 1
8 19 9
35 8 5
29 8 15
25 9 6
11 9 9
10 33 4
30 10 16
32 10 14
10 18 15
35 10 12
33 11 1
11 25 14
24 11 14
11 26 4
11 15 2
20 11 12
31 11 17
12 26 14
12 27 13
15 12 16
12 31 6
12 17 14
13 23 4
21 13 7
32 13 12
13 28 7
34 13 9
29 13 2
14 33 3
14 23 4
25 14 6
14 26 17
18 14 18
14 20 1
28 14 16
31 14 13
14 19 10
14 22 13
14 34 12
30 15 7
15 31 13
15 17 2
32 16 6
26 16 14
36 16 10
31 16 20
17 16 13
21 17 5
27 17 11
20 17 2
17 28 13
18 23 3
18 30 1
18 21 14
18 28 15
22 18 19
19 33 20
23 19 9
19 24 12
19 30 2
26 19 11
36 19 16
35 19 14
20 35 13
21 31 9
29 21 14
22 36 3
29 22 1
31 23 12
23 34 20
24 25 16
24 27 20
31 24 11
35 24 17
31 25 15
25 35 3
35 26 15
29 26 13
32 27 9
27 36 4
27 31 20
33 28 19
32 28 16
30 31 15
30 34 9
32 31 9
34 31 17
33 32 17
35 32 13
33 35 16
3 37
