38 79
0 14 6
0 11 18
16 0 16
0 25 7
0 20 4
0 6 5
29 0 18
0 3 11
1 24 1
26 1 2
4 2 10
8 2 3
19 2 7
2 22 11
11 3 15
3 35 17
32 3 7
33 4 4
4 36 5
29 4 2
8 5 10
5 19 5
5 33 3
5 15 11
6 16 16
17 6 11
21 6 3
19 7 5
8 11 11
8 19 4
8 37 7
22 8 20
20 8 20
8 36 1
21 9 13
15 10 16
10 34 8
10 29 3
12 11 16
17 11 5
11 20 6
36 11 1
12 25 15
14 13 2
27 13 13
37 13 14
22 13 16
29 13 10
16 14 11
37 14 15
14 20 20
31 15 6
31 16 3
16 27 6
16 37 15
23 16 8
28 16 10
18 37 7
18 20 11
26 19 9
20 25 7
21 29 6
22 33 5
22 30 19
22 36 8
23 24 19
24 34 4
31 25 10
36 25 12
36 26 2
31 27 1
36 27 13
35 28 3
30 36 11
32 31 10
35 32 12
32 34 13
32 36 2
33 37 20
1 9
