35 89
0 6 12
16 0 6
22 0 1
0 30 14
0 15 19
1 17 12
1 6 8
1 21 2
1 24 7
1 34 4
14 1 1
1 12 18
2 24 15
14 2 20
12 2 15
3 32 8
3 11 6
3 25 13
4 3 2
3 28 17
6 4 20
26 4 9
4 31 11
33 4 1
5 17 1
24 5 14
31 5 10
5 23 5
9 5 7
20 5 6
5 28 18
26 6 3
6 23 5
16 6 10
6 27 4
15 6 4
7 10 8
11 7 1
22 7 2
8 25 13
9 21 17
9 23 3
9 12 6
9 28 8
10 19 3
16 10 4
10 20 11
11 19 19
11 31 6
16 11 16
25 11 4
32 12 2
20 12 20
13 26 5
24 13 5
13 15 12
19 14 1
33 14 11
15 14 20
14 25 16
28 14 4
32 16 1
24 16 16
23 16 4
17 29 8
23 17 17
22 17 10
27 17 4
19 18 11
18 24 5
21 19 7
19 29 12
19 24 6
19 28 6
29 21 8
24 22 16
22 31 8
27 22 4
25 22 19
23 31 5
24 31 14
24 27 13
32 25 17
28 25 16
27 34 16
28 34 8
28 33 20
33 29 1
30 32 6
22 19
