32 106
23 0 5
0 4 3
6 0 11
0 21 14
0 26 3
1 13 13
1 3 2
25 1 13
1 4 7
1 26 15
20 1 13
1 15 3
2 3 17
7 2 6
2 4 2
2 28 13
21 2 2
3 13 20
3 25 15
3 18 2
14 3 13
3 16 15
22 4 3
6 4 4
21 4 20
26 4 12
4 19 2
30 4 1
4 9 14
5 18 13
22 5 9
5 24 15
19 5 8
5 10 3
31 5 13
12 6 3
6 18 18
6 14 2
6 16 10
6 7 16
6 29 15
26 6 18
9 6 20
7 18 5
7 14 7
7 19 20
7 9 6
27 7 3
8 23 12
8 16 18
26 8 9
8 19 12
8 27 4
9 18 19
22 9 12
21 9 1
11 9 19
23 10 8
25 10 7
10 18 16
10 22 9
10 21 1
19 10 19
18 11 18
13 12 6
12 18 16
12 22 20
30 12 2
14 13 9
13 29 19
30 13 18
14 23 15
14 25 1
14 16 17
14 22 8
14 29 10
17 14 10
23 15 4
15 29 16
21 15 13
15 20 7
16 22 8
16 28 5
31 16 6
24 17 20
25 19 5
21 19 14
19 20 17
27 19 13
20 29 12
20 21 14
30 20 16
22 24 4
28 22 12
22 31 12
28 23 6
26 23 17
24 25 8
24 28 10
30 25 4
27 25 11
31 26 20
27 29 12
27 31 11
30 28 18
30 31 4
21 17
