33 117
0 13 12
0 11 20
0 9 6
12 0 17
20 0 1
0 3 6
24 0 16
0 19 15
29 1 12
31 1 9
8 1 7
12 1 11
2 22 19
2 26 1
5 2 13
10 3 6
26 3 20
16 3 4
4 10 14
25 4 17
22 4 14
4 9 3
12 4 12
4 32 18
4 24 7
4 14 7
5 17 8
22 5 7
5 30 14
5 11 11
5 20 3
22 6 5
6 27 13
6 24 15
19 6 13
7 13 7
7 31 5
30 7 4
7 9 15
7 27 19
7 23 2
7 32 18
8 10 5
13 8 14
8 22 1
8 27 19
16 8 14
8 23 5
8 24 2
21 8 16
9 17 5
9 29 20
22 9 17
9 26 11
9 31 12
11 9 19
9 28 10
9 20 19
10 15 4
26 10 1
10 11 3
15 11 11
11 25 5
22 11 13
11 26 2
30 11 6
16 11 13
23 11 6
11 24 12
21 11 18
15 12 4
12 29 17
27 12 5
12 20 7
12 32 7
17 13 12
13 26 13
13 28 9
20 13 9
17 14 2
14 19 13
15 17 14
15 31 19
15 16 16
15 21 19
18 16 4
16 20 14
32 16 4
29 17 12
26 17 18
17 18 18
21 17 17
18 26 10
30 18 4
18 27 15
23 18 11
32 18 10
31 19 15
30 20 14
27 20 16
20 24 10
21 29 19
21 27 1
24 21 19
26 22 6
30 23 5
23 28 10
24 25 12
25 29 10
26 25 1
25 30 11
28 25 17
25 27 13
26 32 9
27 28 7
28 31 8
32 30 7
14 8
