33 79
0 5 2
0 30 12
17 1 6
1 29 16
1 31 15
16 1 11
9 1 2
20 2 16
13 2 3
2 8 15
30 2 9
2 16 16
2 10 18
2 3 1
23 3 19
25 3 8
3 17 5
3 14 3
4 6 19
4 21 1
4 18 9
20 5 11
15 5 14
8 5 3
30 5 18
9 5 4
14 6 20
7 17 20
24 7 20
8 22 3
32 8 12
30 8 2
10 8 3
8 18 4
26 8 11
9 24 7
10 20 10
15 10 16
10 22 4
10 32 10
10 28 5
29 10 15
19 11 5
15 11 1
18 11 15
28 12 4
12 29 6
15 13 17
30 13 1
13 21 16
22 14 18
14 28 1
21 14 3
32 15 17
15 28 10
29 15 16
18 15 14
20 16 7
16 29 15
17 24 12
30 17 1
19 23 8
19 32 3
27 19 9
20 28 7
31 20 8
23 21 19
21 27 9
28 22 12
22 31 17
23 25 11
24 28 11
29 24 3
25 29 6
30 27 15
31 27 1
28 32 16
29 30 15
31 29 8
6 30
