37 127
22 0 20
0 15 5
8 0 19
0 21 8
13 0 1
5 0 4
34 0 11
20 0 16
31 0 18
1 6 17
35 1 18
1 22 20
1 15 6
1 12 20
34 1 19
29 1 5
31 1 15
17 2 4
2 12 20
24 2 5
2 14 7
2 3 12
3 6 11
3 22 11
3 23 5
3 18 13
34 3 10
3 20 9
4 7 11
33 4 14
27 4 18
4 10 2
28 4 8
36 5 16
35 5 20
7 5 8
5 19 2
5 27 14
5 28 1
14 5 12
31 5 6
6 35 9
6 22 16
6 30 2
6 25 7
6 24 8
9 6 20
6 28 11
17 7 9
19 7 10
32 7 19
33 7 20
10 7 4
7 13 2
31 7 10
11 7 16
8 22 16
8 18 3
8 21 13
28 8 14
8 14 7
9 15 6
25 9 5
9 21 1
9 34 4
12 10 16
19 11 10
11 33 12
25 11 19
24 11 4
27 12 18
12 23 14
34 12 13
13 36 11
23 13 12
18 13 14
35 14 6
14 33 15
14 21 7
20 14 10
31 14 8
15 17 5
15 23 12
26 15 16
15 21 16
32 16 6
22 16 13
30 16 9
16 26 11
34 16 15
20 16 11
29 16 15
17 19 5
17 18 20
35 18 12
18 30 1
18 31 1
35 19 7
32 19 12
23 19 9
20 27 15
20 23 15
20 24 1
21 20 20
21 27 6
28 21 10
27 22 12
23 33 19
24 23 18
24 36 2
33 24 11
27 24 10
25 33 7
36 26 9
26 35 19
26 32 8
30 26 19
26 28 11
29 26 4
31 26 2
30 27 2
32 28 16
30 28 15
34 30 7
30 31 13
32 35 15
35 33 3
18 34
