32 92
14 0 1
10 0 15
27 0 16
24 0 8
3 0 13
30 0 13
1 20 7
1 5 20
2 19 17
2 9 13
13 2 15
2 24 16
2 15 14
9 3 15
3 25 9
29 3 12
3 27 19
3 24 14
7 3 15
4 5 4
4 9 14
31 4 10
4 27 20
15 4 20
4 30 19
20 5 13
5 19 7
14 5 3
16 5 18
5 17 10
5 27 19
23 5 7
18 5 18
25 6 1
12 6 18
19 7 16
7 29 4
7 15 8
21 7 1
8 13 1
10 8 1
11 8 2
30 8 19
9 13 4
10 9 19
9 17 19
9 24 15
9 28 5
15 9 15
10 19 16
10 13 8
14 10 7
10 11 9
16 10 7
10 22 19
12 10 11
23 10 4
26 11 20
19 12 7
12 31 1
17 12 6
27 12 12
13 31 8
17 13 16
21 13 9
31 15 18
20 16 6
27 16 13
17 26 6
17 30 12
18 28 10
23 18 5
19 29 10
19 27 14
19 28 11
21 19 2
25 20 8
27 20 2
21 22 7
26 21 15
22 31 17
23 31 13
23 25 18
29 23 14
25 24 18
24 30 17
26 25 1
31 26 3
27 29 2
28 27 2
31 28 17
31 30 14
11 7
